x,y,z,activity
-0.10071,-0.21094,0.95190,1
-0.09912,-0.21863,0.95984,1
-0.09192,-0.20166,0.99585,1
-0.10156,-0.21106,0.99792,1
-0.10669,-0.21851,0.98828,1
-0.10791,-0.21582,1.00903,1
-0.11072,-0.22717,1.00854,1
-0.11133,-0.23486,1.00098,1
-0.10608,-0.23621,0.98657,1
-0.10034,-0.23462,0.96704,1
-0.09729,-0.23328,0.94177,1
-0.09277,-0.21191,0.96289,1
-0.08887,-0.20947,0.96973,1
-0.08545,-0.21069,0.98145,1
-0.08655,-0.22668,0.97180,1
-0.09558,-0.21118,0.94666,1
-0.10449,-0.21558,0.91357,1
-0.10010,-0.24878,0.97119,1
-0.09802,-0.25305,1.00537,1
-0.11230,-0.26831,1.01184,1
-0.13354,-0.27539,0.94568,1
-0.13538,-0.26501,0.87585,1
-0.14709,-0.38757,0.96924,1
-0.14478,-0.34534,0.96619,1
-0.14575,-0.33594,0.94299,1
-0.15308,-0.43262,0.93860,1
-0.14734,-0.38159,0.92310,1
-0.15564,-0.38525,0.88550,1
-0.16760,-0.47034,0.91809,1
-0.16284,-0.48108,0.93396,1
-0.15576,-0.43701,0.88831,1
-0.16345,-0.46179,0.86340,1
-0.17053,-0.46924,0.85547,1
-0.16675,-0.45972,0.85400,1
-0.16528,-0.46606,0.86536,1
-0.17297,-0.47217,0.87073,1
-0.18433,-0.48682,0.87122,1
-0.18372,-0.46777,0.86719,1
-0.18359,-0.50049,0.90259,1
-0.18787,-0.49377,0.85229,1
-0.18677,-0.53894,0.84021,1
-0.18420,-0.52979,0.82764,1
-0.18567,-0.53687,0.81128,1
-0.18445,-0.53064,0.83057,1
-0.18384,-0.51782,0.82666,1
-0.18774,-0.54736,0.85925,1
-0.18677,-0.54895,0.84119,1
-0.18530,-0.54529,0.81934,1
-0.19128,-0.56018,0.80457,1
-0.19519,-0.55469,0.78381,1
-0.19836,-0.55164,0.78198,1
-0.19714,-0.53625,0.81018,1
-0.19995,-0.57458,0.84692,1
-0.20349,-0.58337,0.85693,1
-0.20337,-0.55750,0.81165,1
-0.20520,-0.58826,0.78845,1
-0.20398,-0.60583,0.78992,1
-0.20032,-0.57947,0.77576,1
-0.20068,-0.56836,0.77454,1
-0.20007,-0.56763,0.78613,1
-0.19458,-0.56213,0.81909,1
-0.19495,-0.58325,0.83508,1
-0.19995,-0.59241,0.79333,1
-0.19543,-0.57935,0.78125,1
-0.19849,-0.56311,0.77466,1
-0.19946,-0.55969,0.78198,1
-0.19727,-0.57654,0.82812,1
-0.20667,-0.59082,0.82910,1
-0.20984,-0.58850,0.81750,1
-0.20911,-0.58557,0.81213,1
-0.20996,-0.58655,0.79578,1
-0.20630,-0.59033,0.79358,1
-0.19348,-0.58154,0.80591,1
-0.19470,-0.57373,0.77832,1
-0.19507,-0.56995,0.78137,1
-0.18665,-0.55859,0.81750,1
-0.18872,-0.56726,0.80273,1
-0.18713,-0.56750,0.79041,1
-0.18372,-0.56152,0.80151,1
-0.18994,-0.54797,0.78809,1
-0.19543,-0.56262,0.77222,1
-0.19470,-0.57581,0.80627,1
-0.19983,-0.57056,0.82471,1
-0.20044,-0.57007,0.83728,1
-0.20496,-0.58606,0.82007,1
-0.21094,-0.58826,0.81116,1
-0.20630,-0.58557,0.79944,1
-0.19446,-0.59497,0.80103,1
-0.19287,-0.58105,0.78394,1
-0.19617,-0.56543,0.76587,1
-0.18457,-0.54211,0.80444,1
-0.18213,-0.54651,0.82385,1
-0.18689,-0.57080,0.82385,1
-0.19250,-0.56335,0.80115,1
-0.20044,-0.56470,0.77930,1
-0.19617,-0.57336,0.79358,1
-0.19421,-0.58228,0.81494,1
-0.19983,-0.57434,0.81360,1
-0.20654,-0.57690,0.81799,1
-0.20752,-0.58057,0.81372,1
-0.20386,-0.58728,0.81458,1
-0.19763,-0.58594,0.80566,1
-0.19275,-0.57507,0.79980,1
-0.19324,-0.55957,0.77563,1
-0.18848,-0.55444,0.80359,1
-0.18152,-0.56311,0.84277,1
-0.19421,-0.55591,0.78992,1
-0.19153,-0.54822,0.78894,1
-0.18066,-0.55859,0.80786,1
-0.18774,-0.57422,0.80896,1
-0.19458,-0.54346,0.80676,1
-0.19629,-0.55151,0.83228,1
-0.19482,-0.56348,0.85535,1
-0.20093,-0.56335,0.84680,1
-0.20007,-0.54834,0.83325,1
-0.18958,-0.53638,0.80920,1
-0.18066,-0.54480,0.83386,1
-0.18188,-0.50537,0.81372,1
-0.18530,-0.50012,0.81238,1
-0.17615,-0.49744,0.86475,1
-0.18152,-0.51477,0.86926,1
-0.18616,-0.51721,0.83191,1
-0.18018,-0.51624,0.83984,1
-0.18140,-0.51746,0.84668,1
-0.18091,-0.49011,0.84729,1
-0.17773,-0.48596,0.86230,1
-0.18494,-0.49487,0.87878,1
-0.18799,-0.49646,0.88245,1
-0.18884,-0.50427,0.86914,1
-0.18823,-0.49854,0.85388,1
-0.18140,-0.48132,0.87854,1
-0.17578,-0.48303,0.87317,1
-0.17236,-0.46069,0.84961,1
-0.17468,-0.45691,0.85718,1
-0.17395,-0.45752,0.87781,1
-0.16846,-0.46057,0.90247,1
-0.17346,-0.46057,0.89075,1
-0.17371,-0.44397,0.87073,1
-0.17493,-0.44275,0.86902,1
-0.17542,-0.43628,0.86890,1
-0.17517,-0.43396,0.88452,1
-0.17603,-0.41882,0.88794,1
-0.18140,-0.46082,0.92981,1
-0.17786,-0.42896,0.91467,1
-0.17859,-0.43091,0.90991,1
-0.17603,-0.43408,0.88965,1
-0.17297,-0.43201,0.87683,1
-0.16528,-0.41455,0.87939,1
-0.16406,-0.41235,0.90527,1
-0.16528,-0.39929,0.90967,1
-0.17151,-0.41602,0.90808,1
-0.17664,-0.41870,0.88782,1
-0.17322,-0.42957,0.88513,1
-0.17090,-0.42126,0.89624,1
-0.17395,-0.39856,0.89551,1
-0.16895,-0.38879,0.91541,1
-0.17029,-0.40015,0.93738,1
-0.17590,-0.40967,0.92822,1
-0.18323,-0.42212,0.89648,1
-0.18030,-0.41736,0.86975,1
-0.16870,-0.42139,0.91382,1
-0.17102,-0.41626,0.91736,1
-0.17249,-0.39453,0.90515,1
-0.16638,-0.38159,0.90796,1
-0.16443,-0.38892,0.92517,1
-0.17651,-0.41248,0.90955,1
-0.17798,-0.40247,0.88513,1
-0.17200,-0.41748,0.90259,1
-0.17102,-0.40039,0.92505,1
-0.17163,-0.38611,0.93445,1
-0.17090,-0.38379,0.91528,1
-0.17029,-0.38879,0.92114,1
-0.17004,-0.40540,0.92700,1
-0.17456,-0.40833,0.88428,1
-0.16577,-0.39844,0.90247,1
-0.16199,-0.38379,0.91235,1
-0.16541,-0.39160,0.90479,1
-0.16345,-0.37732,0.90173,1
-0.16528,-0.38513,0.90369,1
-0.16687,-0.38623,0.91309,1
-0.16321,-0.38184,0.92395,1
-0.16724,-0.38672,0.91907,1
-0.17017,-0.38989,0.91675,1
-0.17297,-0.39099,0.91907,1
-0.17224,-0.39343,0.92187,1
-0.17163,-0.38977,0.90979,1
-0.16724,-0.38684,0.91589,1
-0.16467,-0.38135,0.92505,1
-0.16895,-0.37842,0.92725,1
-0.17090,-0.38416,0.90857,1
-0.16943,-0.37976,0.91223,1
-0.17053,-0.38538,0.93115,1
-0.16406,-0.38440,0.95618,1
-0.16516,-0.36646,0.93982,1
-0.16150,-0.34180,0.91040,1
-0.16235,-0.33716,0.93591,1
-0.15491,-0.30530,1.00305,1
-0.14893,-0.29785,1.00000,1
-0.14209,-0.27856,1.00012,1
-0.14148,-0.17566,0.97522,1
-0.12354,-0.10193,1.05322,1
-0.11682,-0.11816,0.91394,1
-0.10852,-0.05212,0.92725,1
-0.10266,0.01477,1.08472,1
-0.08948,0.16052,0.95056,1
-0.07690,0.27112,0.93042,1
-0.08105,0.32764,0.90991,1
-0.07910,0.34534,0.91809,1
-0.07581,0.37695,0.89832,1
-0.07190,0.43359,0.90942,1
-0.07202,0.41431,0.86987,1
-0.08032,0.42297,0.89343,1
-0.07996,0.45215,0.92578,1
-0.08521,0.47839,0.92358,1
-0.07837,0.45398,0.85693,1
-0.08875,0.49878,0.89209,1
-0.09253,0.54382,0.88525,1
-0.08594,0.51587,0.83020,1
-0.09863,0.50232,0.82886,1
-0.09570,0.52722,0.85400,1
-0.11267,0.52002,0.86975,1
-0.11707,0.56360,0.89038,1
-0.09875,0.60498,0.92358,1
-0.10754,0.54443,0.82068,1
-0.11987,0.49963,0.80139,1
-0.10632,0.54224,0.82361,1
-0.08618,0.51282,0.79309,1
-0.07825,0.53064,0.82043,1
-0.08850,0.53357,0.78479,1
-0.10144,0.51697,0.77197,1
-0.11963,0.52454,0.77173,1
-0.12366,0.56311,0.83875,1
-0.12402,0.54224,0.86804,1
-0.14526,0.52148,0.87427,1
-0.14526,0.53748,0.85901,1
-0.15247,0.54602,0.86694,1
-0.15479,0.57056,0.83997,1
-0.13867,0.56873,0.83655,1
-0.14404,0.56738,0.81824,1
-0.14307,0.57300,0.81372,1
-0.12805,0.58435,0.80432,1
-0.13562,0.58032,0.80542,1
-0.13904,0.57166,0.80615,1
-0.13623,0.57556,0.78613,1
-0.13818,0.58374,0.79895,1
-0.13269,0.59924,0.77405,1
-0.13672,0.60437,0.79883,1
-0.13525,0.58667,0.80835,1
-0.13733,0.57007,0.80908,1
-0.14587,0.56946,0.80090,1
-0.15417,0.56226,0.81274,1
-0.14941,0.56128,0.82959,1
-0.14368,0.53186,0.83325,1
-0.14551,0.51660,0.83521,1
-0.14905,0.50964,0.84302,1
-0.14514,0.48535,0.85217,1
-0.14746,0.47473,0.85999,1
-0.16028,0.41748,0.89136,1
-0.16821,0.39124,0.91943,1
-0.15735,0.37720,0.92334,1
-0.16248,0.34595,0.93835,1
-0.16931,0.32532,0.95398,1
-0.16931,0.29822,0.94348,1
-0.17163,0.24963,0.94775,1
-0.17883,0.21582,0.97668,1
-0.18799,0.20142,0.99036,1
-0.18481,0.19690,0.98657,1
-0.17957,0.18237,1.00061,1
-0.18347,0.14795,0.97156,1
-0.17859,0.13489,0.98547,1
-0.18140,0.12646,0.97839,1
-0.18250,0.11426,0.96692,1
-0.18213,0.10486,0.98914,1
-0.18652,0.07727,0.99426,1
-0.18677,0.06934,0.96582,1
-0.18481,0.04932,0.98669,1
-0.18823,0.02502,0.98706,1
-0.20178,-0.02356,1.00720,1
-0.20447,-0.02258,1.00000,1
-0.19348,-0.03149,0.96729,1
-0.19751,-0.07874,0.97131,1
-0.21313,-0.13416,1.01086,1
-0.21240,-0.12439,1.00464,1
-0.20312,-0.13623,0.99133,1
-0.21069,-0.16248,0.96033,1
-0.21045,-0.16162,0.96924,1
-0.20874,-0.17896,0.98486,1
-0.21057,-0.19592,0.94812,1
-0.21436,-0.20203,0.95422,1
-0.21472,-0.20325,0.97693,1
-0.21655,-0.22437,0.95813,1
-0.21228,-0.23584,0.96655,1
-0.21252,-0.24097,0.95959,1
-0.21826,-0.24475,0.93945,1
-0.21667,-0.24487,0.93213,1
-0.21326,-0.26819,0.96838,1
-0.21729,-0.27820,0.96606,1
-0.21753,-0.27478,0.96631,1
-0.21338,-0.25830,0.95850,1
-0.21240,-0.28040,0.99316,1
-0.20898,-0.23401,0.98547,1
-0.20715,-0.23572,0.98621,1
-0.20093,-0.19641,0.96411,1
-0.18555,-0.11938,0.91943,1
-0.18164,-0.14172,0.99377,1
-0.17358,-0.10950,1.01367,1
-0.17188,-0.07703,1.00745,1
-0.16431,-0.02612,1.03271,1
-0.15320,0.02295,0.99243,1
-0.15356,0.05505,0.89404,1
-0.14868,0.08704,0.96716,1
-0.14148,0.10730,1.01819,1
-0.14270,0.13708,1.00464,1
-0.14319,0.15967,0.99573,1
-0.13843,0.20056,0.97375,1
-0.13843,0.21826,0.98621,1
-0.13562,0.23450,0.95605,1
-0.13635,0.24609,0.94958,1
-0.12878,0.29224,1.00854,1
-0.12439,0.29919,0.98840,1
-0.11401,0.36792,0.90002,1
-0.11096,0.39270,0.88806,1
-0.10901,0.42761,0.90015,1
-0.09717,0.46326,0.85535,1
-0.09290,0.48389,0.83484,1
-0.09827,0.48596,0.84412,1
-0.09900,0.50354,0.85315,1
-0.09790,0.50171,0.85925,1
-0.09827,0.49756,0.86353,1
-0.09961,0.50867,0.85718,1
-0.10193,0.48743,0.85425,1
-0.10144,0.48499,0.86865,1
-0.10669,0.48022,0.89856,1
-0.10852,0.45459,0.88538,1
-0.10950,0.42419,0.87390,1
-0.10767,0.40918,0.93054,1
-0.11584,0.37610,0.92566,1
-0.11914,0.34070,0.91833,1
-0.12012,0.31934,0.94531,1
-0.12390,0.29382,0.96826,1
-0.13123,0.25476,0.96057,1
-0.12915,0.21802,0.94385,1
-0.13367,0.17468,0.97571,1
-0.14404,0.13171,0.97266,1
-0.15198,0.08740,1.01233,1
-0.15149,0.07239,0.97729,1
-0.16528,-0.00195,1.01855,1
-0.17163,-0.02966,1.00464,1
-0.17590,-0.05835,0.99402,1
-0.17834,-0.08801,0.99243,1
-0.17651,-0.10803,1.00757,1
-0.18457,-0.14063,0.98181,1
-0.18921,-0.15259,0.96899,1
-0.19055,-0.16663,1.00439,1
-0.19495,-0.19397,0.98206,1
-0.19629,-0.20520,0.96741,1
-0.19751,-0.20850,0.96387,1
-0.20239,-0.22241,0.95361,1
-0.20569,-0.24817,0.95984,1
-0.20544,-0.25391,0.97498,1
-0.21362,-0.27112,0.94849,1
-0.21399,-0.27710,0.95679,1
-0.21069,-0.27771,0.95190,1
-0.20703,-0.27588,0.96838,1
-0.21411,-0.30078,0.93884,1
-0.20959,-0.29016,0.94714,1
-0.20569,-0.28162,0.96204,1
-0.20630,-0.26282,0.94348,1
-0.20801,-0.27478,0.96265,1
-0.19812,-0.26001,0.97083,1
-0.19995,-0.23718,0.95630,1
-0.19348,-0.20215,0.98694,1
-0.18298,-0.18921,0.99036,1
-0.18054,-0.14075,0.96179,1
-0.18420,-0.11487,0.98193,1
-0.17249,-0.07385,1.04053,1
-0.16577,-0.05042,1.05078,1
-0.16467,-0.01501,1.00574,1
-0.15381,0.07483,0.98901,1
-0.13892,0.18298,0.97644,1
-0.12366,0.27417,1.00659,1
-0.11462,0.33618,0.92896,1
-0.11169,0.35791,0.86511,1
-0.11145,0.37231,0.76965,1
-0.09680,0.50623,0.92151,1
-0.09583,0.49072,0.86462,1
-0.09814,0.49597,0.80884,1
-0.09912,0.53284,0.83228,1
-0.09717,0.54236,0.84509,1
-0.09326,0.54272,0.86731,1
-0.09802,0.51038,0.84924,1
-0.10022,0.49805,0.84155,1
-0.09753,0.52417,0.86792,1
-0.09863,0.52161,0.85461,1
-0.10217,0.50391,0.84558,1
-0.09875,0.51001,0.85376,1
-0.10425,0.49158,0.84131,1
-0.11145,0.45825,0.87585,1
-0.11426,0.44031,0.87439,1
-0.12061,0.40283,0.92041,1
-0.12048,0.38049,0.92041,1
-0.12891,0.34534,0.92664,1
-0.13635,0.30237,0.94739,1
-0.14233,0.26025,0.97034,1
-0.14758,0.19287,0.96509,1
-0.15723,0.13928,0.99072,1
-0.16077,0.10400,1.00134,1
-0.16528,0.05249,1.01294,1
-0.16870,0.03162,0.99182,1
-0.17371,0.01782,0.99329,1
-0.18066,-0.04016,0.99646,1
-0.18579,-0.06677,1.00537,1
-0.18982,-0.08496,1.00488,1
-0.19238,-0.11646,0.98499,1
-0.19458,-0.14124,0.98755,1
-0.19653,-0.14709,0.99634,1
-0.20105,-0.15979,0.97986,1
-0.20288,-0.18286,0.98071,1
-0.20251,-0.18689,0.99304,1
-0.20142,-0.17908,0.98999,1
-0.20203,-0.17480,0.96729,1
-0.19983,-0.17212,0.96350,1
-0.20190,-0.19006,0.98291,1
-0.20569,-0.19348,0.97009,1
-0.20166,-0.18286,0.97058,1
-0.19958,-0.18359,0.97925,1
-0.20056,-0.18054,0.97107,1
-0.19995,-0.18030,0.96680,1
-0.19836,-0.17883,0.96521,1
-0.19604,-0.18140,0.97485,1
-0.20117,-0.18311,0.96997,1
-0.20154,-0.17798,0.97729,1
-0.20264,-0.17468,0.97986,1
-0.20142,-0.16833,0.98364,1
-0.20288,-0.17639,0.98474,1
-0.19934,-0.18103,0.97437,1
-0.19263,-0.17590,0.97449,1
-0.19104,-0.16077,0.95654,1
-0.19006,-0.15845,0.95654,1
-0.19165,-0.16846,0.96863,1
-0.19910,-0.17468,0.97278,1
-0.20178,-0.16821,0.98071,1
-0.19531,-0.17407,0.98804,1
-0.19385,-0.17725,0.97668,1
-0.19446,-0.18311,0.97266,1
-0.19568,-0.17065,0.95862,1
-0.19324,-0.16345,0.97107,1
-0.19324,-0.16394,0.97803,1
-0.19446,-0.16663,0.96936,1
-0.19653,-0.17578,0.96985,1
-0.19348,-0.16541,0.99158,1
-0.19238,-0.15210,0.98560,1
-0.19934,-0.17810,0.96216,1
-0.19434,-0.16980,0.97424,1
-0.19312,-0.17419,0.97534,1
-0.19531,-0.17322,0.95776,1
-0.19556,-0.16284,0.98230,1
-0.19568,-0.16357,0.99268,1
-0.19763,-0.17261,0.98608,1
-0.19434,-0.16174,0.96277,1
-0.19165,-0.15479,0.96594,1
-0.19360,-0.16235,0.96899,1
-0.19385,-0.15894,0.97412,1
-0.19519,-0.16467,0.96973,1
-0.19543,-0.16235,0.97449,1
-0.19495,-0.15222,0.97192,1
-0.19629,-0.16272,0.98083,1
-0.19507,-0.16040,0.98303,1
-0.20032,-0.16455,0.99475,1
-0.20728,-0.17224,0.98010,1
-0.20605,-0.17139,0.97534,1
-0.19800,-0.16187,0.98865,1
-0.19690,-0.16431,0.99414,1
-0.20288,-0.17358,0.97815,1
-0.19434,-0.16492,0.97510,1
-0.18628,-0.16382,0.97266,1
-0.18689,-0.16467,0.96765,1
-0.19043,-0.16553,0.94434,1
-0.19043,-0.16528,0.95496,1
-0.18884,-0.15881,0.97693,1
-0.19275,-0.16699,0.98096,1
-0.19385,-0.16833,0.97522,1
-0.19482,-0.17078,0.97217,1
-0.19727,-0.17688,0.97778,1
-0.19653,-0.17517,0.98413,1
-0.19995,-0.17920,0.98242,1
-0.19885,-0.17407,0.95959,1
-0.19507,-0.17407,0.95776,1
-0.19189,-0.18384,0.97278,1
-0.19519,-0.17468,0.98291,1
-0.19958,-0.17456,0.96558,1
-0.19751,-0.17737,0.95337,1
-0.19421,-0.17310,0.97083,1
-0.19824,-0.17407,0.99512,1
-0.20520,-0.17432,0.97729,1
-0.19995,-0.17712,0.97620,1
-0.19751,-0.18030,0.97986,1
-0.19946,-0.17957,0.98767,1
-0.20374,-0.18066,0.97791,1
-0.19666,-0.17725,0.97620,1
-0.18823,-0.16931,0.98523,1
-0.19629,-0.17139,0.95312,1
-0.19873,-0.16467,0.95972,1
-0.19531,-0.16223,0.98950,1
-0.19824,-0.18250,0.99390,1
-0.19739,-0.18323,0.98181,1
-0.19238,-0.17676,0.96326,1
-0.19055,-0.17078,0.96179,1
-0.19250,-0.16443,0.95837,1
-0.18750,-0.16003,0.97607,1
-0.18750,-0.17017,0.98157,1
-0.19739,-0.17786,0.96069,1
-0.19556,-0.16626,0.96655,1
-0.19055,-0.17749,0.98621,1
-0.19226,-0.17676,0.97986,1
-0.19690,-0.17566,0.95288,1
-0.19324,-0.16406,0.95410,1
-0.19360,-0.16650,0.98389,1
-0.19702,-0.16772,0.98779,1
-0.19617,-0.17285,0.99353,1
-0.19653,-0.16785,0.97876,1
-0.19873,-0.16699,0.96704,1
-0.20044,-0.17859,0.95630,1
-0.19543,-0.17993,0.97559,1
-0.19788,-0.16736,0.98047,1
-0.19775,-0.16321,0.98340,1
-0.19849,-0.15942,0.97693,1
-0.19690,-0.16370,0.99048,1
-0.20007,-0.17078,0.97034,1
-0.20044,-0.17383,0.97961,1
-0.20312,-0.17737,0.97168,1
-0.19836,-0.17786,0.97021,1
-0.19055,-0.15588,0.98767,1
-0.19836,-0.16333,0.96997,1
-0.19885,-0.17224,0.95520,1
-0.19373,-0.17468,0.98120,1
-0.19556,-0.17139,0.97461,1
-0.19800,-0.16492,0.96240,1
-0.19312,-0.15649,0.98059,1
-0.19763,-0.16980,0.98535,1
-0.20276,-0.17615,0.95984,1
-0.19788,-0.17078,0.97144,1
-0.19629,-0.17078,0.98669,1
-0.20300,-0.16943,0.98047,1
-0.20300,-0.17334,0.97937,1
-0.19946,-0.17053,0.98291,1
-0.19885,-0.16846,0.96667,1
-0.19873,-0.16821,0.96436,1
-0.19885,-0.17273,0.97729,1
-0.19653,-0.16919,0.98975,1
-0.19983,-0.16614,0.96692,1
-0.20020,-0.17444,0.96716,1
-0.19263,-0.17322,0.97498,1
-0.19348,-0.17444,0.96436,1
-0.19812,-0.15906,0.95959,1
-0.20300,-0.16699,0.97412,1
-0.20618,-0.17627,1.00598,1
-0.21277,-0.17981,1.00635,1
-0.20605,-0.18298,0.97559,1
-0.19116,-0.17932,0.98206,1
-0.19678,-0.18298,0.96252,1
-0.19775,-0.16992,0.94739,1
-0.19666,-0.16736,0.95203,1
-0.19006,-0.17017,0.99316,1
-0.19519,-0.17188,0.97803,1
-0.19922,-0.17932,0.96521,1
-0.19495,-0.17139,0.97498,1
-0.19397,-0.17969,0.97217,1
-0.19458,-0.18396,0.95447,1
-0.19397,-0.18433,0.95862,1
-0.19458,-0.17859,0.95984,1
-0.19775,-0.16602,0.98596,1
-0.19604,-0.16248,0.99463,1
-0.19922,-0.17358,0.99231,1
-0.20276,-0.17761,0.98340,1
-0.20349,-0.18115,0.96362,1
-0.19775,-0.19165,0.96606,1
-0.19189,-0.18103,0.97778,1
-0.19958,-0.17700,0.96875,1
-0.19873,-0.16797,0.96082,1
-0.19434,-0.16211,0.97217,1
-0.19458,-0.16589,0.99023,1
-0.20447,-0.18677,0.98181,1
-0.20312,-0.18713,0.96265,1
-0.19543,-0.18066,0.97058,1
-0.19360,-0.17432,0.97607,1
-0.19604,-0.16650,0.97498,1
-0.19556,-0.16589,0.96851,1
-0.19324,-0.17151,0.96899,1
-0.19910,-0.17993,0.97546,1
-0.20166,-0.18579,0.97522,1
-0.19836,-0.17883,0.97510,1
-0.19666,-0.17651,0.97717,1
-0.19836,-0.17944,0.97900,1
-0.20056,-0.17371,0.97119,1
-0.19580,-0.17029,0.97473,1
-0.19348,-0.18030,0.97583,1
-0.19446,-0.17883,0.96448,1
-0.19946,-0.17737,0.95996,1
-0.20178,-0.17664,0.96716,1
-0.19824,-0.18030,0.99756,1
-0.20300,-0.17981,0.99292,1
-0.20276,-0.17798,0.96753,1
-0.19043,-0.17297,0.96887,1
-0.19116,-0.17749,0.96887,1
-0.20190,-0.18274,0.95166,1
-0.19592,-0.17773,0.96265,1
-0.18884,-0.17273,0.98621,1
-0.19861,-0.18555,0.98254,1
-0.20349,-0.18079,0.95776,1
-0.19519,-0.17810,0.97424,1
-0.19629,-0.18433,0.98401,1
-0.19824,-0.18384,0.97729,1
-0.19910,-0.18091,0.96692,1
-0.19702,-0.17981,0.96570,1
-0.19861,-0.18384,0.97412,1
-0.20105,-0.18408,0.97693,1
-0.19556,-0.17090,0.97961,1
-0.19751,-0.17090,0.96655,1
-0.20020,-0.17651,0.96716,1
-0.20081,-0.17322,0.98938,1
-0.20007,-0.17822,0.99426,1
-0.19922,-0.18408,0.97205,1
-0.19458,-0.16138,0.97302,1
-0.19482,-0.13672,0.98621,1
-0.19263,-0.14783,0.99011,1
-0.19043,-0.12183,0.99329,1
-0.18726,-0.11267,0.97754,1
-0.18835,-0.11536,0.97449,1
-0.19165,-0.11060,0.98181,1
-0.18994,-0.09949,0.99622,1
-0.18909,-0.09534,0.98914,1
-0.18323,-0.07288,1.00415,1
-0.17847,-0.04651,1.02344,1
-0.18225,-0.04834,1.00293,1
-0.17944,-0.01917,0.97388,1
-0.17542,-0.00940,0.98596,1
-0.16821,-0.00427,1.01135,1
-0.16724,0.00879,0.97449,1
-0.15942,0.04150,0.95056,1
-0.15674,0.05750,0.96777,1
-0.15833,0.05652,0.97107,1
-0.15991,0.06238,0.97644,1
-0.16125,0.05701,0.98633,1
-0.16125,0.06250,1.00977,1
-0.16675,0.04895,1.00159,1
-0.16736,0.04785,0.99219,1
-0.16577,0.05286,0.99829,1
-0.16809,0.05591,1.00281,1
-0.17114,0.05579,1.00073,1
-0.16675,0.05444,1.01550,1
-0.16614,0.04944,1.01270,1
-0.16870,0.03918,0.98962,1
-0.16248,0.05103,0.98633,1
-0.15747,0.05933,0.99329,1
-0.16113,0.05884,0.99500,1
-0.16821,0.05347,0.97644,1
-0.16846,0.05078,0.97095,1
-0.16028,0.05920,1.01660,1
-0.16650,0.06531,1.04956,1
-0.17371,0.04480,1.00439,1
-0.16101,0.04663,0.95105,1
-0.14063,0.07739,0.99011,1
-0.14575,0.07251,0.98352,1
-0.16284,0.03577,0.94006,1
-0.16418,0.02771,0.96960,1
-0.16272,0.06067,1.03186,1
-0.17383,0.05066,1.02759,1
-0.17590,0.01965,0.99658,1
-0.16382,0.03308,1.00708,1
-0.16211,0.04431,1.01135,1
-0.16248,0.04834,0.97119,1
-0.15479,0.05591,0.97363,1
-0.15393,0.05261,1.01575,1
-0.16846,0.04309,0.97827,1
-0.16638,0.04272,0.95740,1
-0.15637,0.05139,1.01953,1
-0.16846,0.05432,1.02429,1
-0.17969,0.04993,1.00073,1
-0.18250,0.05225,0.99854,1
-0.16553,0.05261,1.04553,1
-0.16772,0.02820,1.01819,1
-0.17261,0.01001,0.96814,1
-0.15857,0.03772,0.97644,1
-0.15186,0.05273,0.97485,1
-0.15405,0.04199,0.97803,1
-0.15344,0.06079,0.97742,1
-0.15649,0.04797,0.99841,1
-0.16284,0.03064,0.97986,1
-0.16174,0.03076,0.98462,1
-0.15723,0.04614,0.98865,1
-0.16516,0.03589,0.99841,1
-0.17603,0.03052,0.97327,1
-0.16870,0.05042,1.02039,1
-0.17334,0.02734,1.02173,1
-0.17700,0.01550,1.01074,1
-0.17493,0.01807,1.00769,1
-0.17261,0.02454,1.00269,1
-0.17358,0.03162,1.00513,1
-0.16992,0.03076,0.99231,1
-0.15698,0.02966,0.98267,1
-0.15393,0.04297,0.97461,1
-0.15796,0.04871,0.98169,1
-0.16101,0.04956,0.97852,1
-0.16016,0.04407,1.00537,1
-0.17065,0.03210,1.00989,1
-0.17651,0.03357,0.98413,1
-0.16809,0.04138,0.99121,1
-0.16394,0.04053,1.02905,1
-0.17249,0.05078,1.00671,1
-0.17883,0.04028,0.99060,1
-0.16931,0.04822,1.01453,1
-0.16858,0.03516,1.01575,1
-0.16907,0.01660,0.98169,1
-0.15576,0.02393,0.97522,1
-0.14868,0.04272,0.95007,1
-0.15515,0.04321,0.95984,1
-0.16223,0.04065,0.96924,1
-0.16150,0.04749,1.01392,1
-0.16809,0.03406,1.01709,1
-0.18018,0.01294,0.98474,1
-0.17346,0.01709,1.01221,1
-0.16760,0.02307,1.01770,1
-0.17322,0.02258,0.99902,1
-0.17163,0.03516,0.98145,1
-0.17529,0.02246,0.96326,1
-0.17175,0.02856,1.00342,1
-0.17053,0.02893,1.00574,1
-0.17395,0.00818,0.97302,1
-0.17517,0.01257,0.97534,1
-0.17578,0.00562,0.99707,1
-0.18311,-0.02307,0.98596,1
-0.18652,-0.05603,0.98560,1
-0.18982,-0.07190,1.01074,1
-0.19360,-0.07922,0.98291,1
-0.18982,-0.06653,1.00647,1
-0.19067,-0.06323,1.01672,1
-0.19385,-0.07007,1.01843,1
-0.19446,-0.07947,0.99670,1
-0.19238,-0.07678,0.94287,1
-0.19519,-0.08032,0.98145,1
-0.18396,-0.01489,0.96301,1
-0.18286,-0.00403,0.99475,1
-0.19263,0.00647,0.99146,1
-0.19482,0.02881,1.03455,1
-0.18958,0.03845,1.02515,1
-0.19067,0.06299,1.01770,1
-0.20105,0.08154,0.99036,1
-0.18799,0.09802,0.96191,1
